Date,Close,Volume,Close_diff,Close_predicted
2019-01-02,20.67466735839844,174879000.0,,
2019-01-03,20.02400016784668,104478000.0,-0.6506671905517614,19.37333297729492
2019-01-04,21.179332733154297,110911500.0,1.1553325653076172,22.334665298461914
2019-01-07,22.33066749572754,113268000.0,1.1513347625732422,23.48200225830078
2019-01-08,22.356666564941406,105127500.0,0.025999069213867188,22.382665634155273
2019-01-09,22.568666458129883,81493500.0,0.21199989318847656,22.78066635131836
2019-01-10,22.99799919128418,90846000.0,0.4293327331542969,23.427331924438477
2019-01-11,23.15066719055176,75586500.0,0.15266799926758168,23.303335189819343
2019-01-14,22.293333053588867,78709500.0,-0.8573341369628942,21.435998916625973
2019-01-15,22.96199989318848,90849000.0,0.6686668395996129,23.630666732788093
2019-01-16,23.06999969482422,70375500.0,0.10799980163573863,23.177999496459957
2019-01-17,23.15399932861328,55150500.0,0.0839996337890625,23.237998962402344
2019-01-18,20.15066719055176,362262000.0,-3.00333213806152,17.14733505249024
2019-01-22,19.92799949645996,181000500.0,-0.22266769409180043,19.70533180236816
2019-01-23,19.172666549682617,187950000.0,-0.7553329467773438,18.417333602905273
2019-01-24,19.43400001525879,120183000.0,0.2613334655761719,19.69533348083496
2019-01-25,19.80266761779785,108744000.0,0.3686676025390625,20.171335220336914
2019-01-28,19.7586669921875,96349500.0,-0.04400062561035156,19.71466636657715
2019-01-29,19.83066749572754,69325500.0,0.07200050354003906,19.902667999267578
2019-01-30,20.584667205810547,168754500.0,0.7539997100830078,21.338666915893555
2019-01-31,20.468000411987305,188538000.0,-0.11666679382324219,20.351333618164062
2019-02-01,20.81399917602539,109251000.0,0.34599876403808594,21.159997940063477
2019-02-04,20.85933303833008,110281500.0,0.04533386230469105,20.904666900634773
2019-02-05,21.42333221435547,101142000.0,0.5639991760253871,21.987331390380856
2019-02-06,21.14800071716309,75577500.0,-0.27533149719237926,20.87266921997071
2019-02-07,20.500667572021484,97809000.0,-0.6473331451416051,19.85333442687988
2019-02-08,20.386667251586918,87663000.0,-0.11400032043456676,20.27266693115235
2019-02-11,20.856000900268555,106945500.0,0.4693336486816371,21.32533454895019
2019-02-12,20.78733253479004,82764000.0,-0.06866836547851562,20.718664169311523
2019-02-13,20.544666290283203,77124000.0,-0.24266624450683594,20.302000045776367
2019-02-14,20.251333236694336,78012000.0,-0.2933330535888672,19.95800018310547
2019-02-15,20.525333404541016,58573500.0,0.2740001678466797,20.799333572387695
2019-02-19,20.375999450683597,62526000.0,-0.14933395385741832,20.22666549682618
2019-02-20,20.17066764831543,107131500.0,-0.20533180236816762,19.965335845947262
2019-02-21,19.415332794189453,133638000.0,-0.7553348541259766,18.659997940063477
2019-02-22,19.6473331451416,86109000.0,0.23200035095214844,19.87933349609375
2019-02-25,19.917999267578125,99397500.0,0.27066612243652344,20.18866539001465
2019-02-26,19.857332229614254,128737500.0,-0.06066703796387074,19.796665191650384
2019-02-27,20.982667922973636,167758500.0,1.125335693359382,22.10800361633302
2019-02-28,21.32533264160156,157810500.0,0.3426647186279226,21.66799736022948
2019-03-01,19.652666091918945,343671000.0,-1.6726665496826136,17.97999954223633
2019-03-04,19.02400016784668,256452000.0,-0.6286659240722656,18.395334243774414
2019-03-05,18.43600082397461,281470500.0,-0.5879993438720703,17.84800148010254
2019-03-06,18.416000366210938,155032500.0,-0.020000457763671875,18.395999908447266
2019-03-07,18.439332962036133,141637500.0,0.023332595825195312,18.462665557861328
2019-03-08,18.94266700744629,132294000.0,0.5033340454101562,19.446001052856445
2019-03-11,19.39466667175293,110884500.0,0.4519996643066406,19.84666633605957
2019-03-12,18.89066696166992,112561500.0,-0.5039997100830114,18.386667251586907
2019-03-13,19.263999938964844,102670500.0,0.3733329772949254,19.63733291625977
2019-03-14,19.33066749572754,106551000.0,0.06666755676269531,19.397335052490234
2019-03-15,18.36199951171875,221782500.0,-0.9686679840087891,17.39333152770996
2019-03-18,17.965999603271484,154215000.0,-0.3959999084472656,17.56999969482422
2019-03-19,17.83133316040039,177009000.0,-0.13466644287109375,17.696666717529297
2019-03-20,18.239999771118164,103623000.0,0.40866661071777344,18.648666381835938
2019-03-21,18.26799964904785,89206500.0,0.0279998779296875,18.29599952697754
2019-03-22,17.635332107543945,131184000.0,-0.6326675415039062,17.00266456604004
2019-03-25,17.3613338470459,153225000.0,-0.2739982604980469,17.08733558654785
2019-03-26,17.851333618164062,110263500.0,0.48999977111816406,18.341333389282227
2019-03-27,18.32200050354004,131688000.0,0.47066688537597656,18.792667388916016
2019-03-28,18.57466697692871,101611500.0,0.2526664733886719,18.827333450317383
2019-03-29,18.65733337402344,89869500.0,0.08266639709473012,18.73999977111817
2019-04-01,19.27866744995117,121656000.0,0.6213340759277273,19.900001525878896
2019-04-02,19.058666229248047,82183500.0,-0.22000122070312145,18.838665008544925
2019-04-03,19.45400047302246,118791000.0,0.39533424377441406,19.849334716796875
2019-04-04,17.851999282836914,355810500.0,-1.6020011901855469,16.249998092651367
2019-04-05,18.33066749572754,195574500.0,0.478668212890625,18.809335708618164
