Date,Close,Close_diff,Close_predicted
2019-01-02,6665.93994140625,,
2019-01-03,6463.5,-202.43994140625,6261.06005859375
2019-01-04,6738.85986328125,275.35986328125,7014.2197265625
2019-01-07,6823.47021484375,84.6103515625,6908.08056640625
2019-01-08,6897.0,73.52978515625,6970.52978515625
2019-01-09,6957.080078125,60.080078125,7017.16015625
2019-01-10,6986.06982421875,28.98974609375,7015.0595703125
2019-01-11,6971.47998046875,-14.58984375,6956.89013671875
2019-01-14,6905.919921875,-65.56005859375,6840.35986328125
2019-01-15,7023.830078125,117.91015625,7141.740234375
2019-01-16,7034.68994140625,10.85986328125,7045.5498046875
2019-01-17,7084.4599609375,49.77001953125,7134.22998046875
2019-01-18,7157.22998046875,72.77001953125,7230.0
2019-01-22,7020.35986328125,-136.8701171875,6883.48974609375
2019-01-23,7025.77001953125,5.41015625,7031.18017578125
2019-01-24,7073.4599609375,47.68994140625,7121.14990234375
2019-01-25,7164.85986328125,91.39990234375,7256.259765625
2019-01-28,7085.68017578125,-79.1796875,7006.50048828125
2019-01-29,7028.2900390625,-57.39013671875,6970.89990234375
2019-01-30,7183.080078125,154.7900390625,7337.8701171875
2019-01-31,7281.740234375,98.66015625,7380.400390625
2019-02-01,7263.8701171875,-17.8701171875,7246.0
2019-02-04,7347.5400390625,83.669921875,7431.2099609375
2019-02-05,7402.080078125,54.5400390625,7456.6201171875
2019-02-06,7375.27978515625,-26.80029296875,7348.4794921875
2019-02-07,7288.35009765625,-86.9296875,7201.42041015625
2019-02-08,7298.2001953125,9.85009765625,7308.05029296875
2019-02-11,7307.89990234375,9.69970703125,7317.599609375
2019-02-12,7414.6201171875,106.72021484375,7521.34033203125
2019-02-13,7420.3798828125,5.759765625,7426.1396484375
2019-02-14,7426.9501953125,6.5703125,7433.5205078125
2019-02-15,7472.41015625,45.4599609375,7517.8701171875
2019-02-19,7486.77001953125,14.35986328125,7501.1298828125
2019-02-20,7489.06982421875,2.2998046875,7491.36962890625
2019-02-21,7459.7099609375,-29.35986328125,7430.35009765625
2019-02-22,7527.5400390625,67.830078125,7595.3701171875
2019-02-25,7554.4599609375,26.919921875,7581.3798828125
2019-02-26,7549.2998046875,-5.16015625,7544.1396484375
2019-02-27,7554.509765625,5.2099609375,7559.7197265625
2019-02-28,7532.52978515625,-21.97998046875,7510.5498046875
2019-03-01,7595.35009765625,62.8203125,7658.17041015625
2019-03-04,7577.56982421875,-17.7802734375,7559.78955078125
2019-03-05,7576.35986328125,-1.2099609375,7575.14990234375
2019-03-06,7505.919921875,-70.43994140625,7435.47998046875
2019-03-07,7421.4599609375,-84.4599609375,7337.0
2019-03-08,7408.14013671875,-13.31982421875,7394.8203125
2019-03-11,7558.06005859375,149.919921875,7707.97998046875
2019-03-12,7591.02978515625,32.9697265625,7623.99951171875
2019-03-13,7643.41015625,52.38037109375,7695.79052734375
2019-03-14,7630.91015625,-12.5,7618.41015625
2019-03-15,7688.52978515625,57.61962890625,7746.1494140625
2019-03-18,7714.47998046875,25.9501953125,7740.43017578125
2019-03-19,7723.9501953125,9.47021484375,7733.42041015625
2019-03-20,7728.97021484375,5.02001953125,7733.990234375
2019-03-21,7838.9599609375,109.98974609375,7948.94970703125
2019-03-22,7642.669921875,-196.2900390625,7446.3798828125
2019-03-25,7637.5400390625,-5.1298828125,7632.41015625
2019-03-26,7691.52001953125,53.97998046875,7745.5
2019-03-27,7643.3798828125,-48.14013671875,7595.23974609375
2019-03-28,7669.169921875,25.7900390625,7694.9599609375
2019-03-29,7729.31982421875,60.14990234375,7789.4697265625
2019-04-01,7828.91015625,99.59033203125,7928.50048828125
2019-04-02,7848.68994140625,19.77978515625,7868.4697265625
2019-04-03,7895.5498046875,46.85986328125,7942.40966796875
2019-04-04,7891.77978515625,-3.77001953125,7888.009765625
2019-04-05,7938.68994140625,46.91015625,7985.60009765625
2019-04-08,7953.8798828125,15.18994140625,7969.06982421875
2019-04-09,7909.27978515625,-44.60009765625,7864.6796875
2019-04-10,7964.240234375,54.96044921875,8019.20068359375
2019-04-11,7947.35986328125,-16.88037109375,7930.4794921875
2019-04-12,7984.16015625,36.80029296875,8020.96044921875
2019-04-15,7976.009765625,-8.150390625,7967.859375
2019-04-16,8000.22998046875,24.22021484375,8024.4501953125
2019-04-17,7996.080078125,-4.14990234375,7991.93017578125
2019-04-18,7998.06005859375,1.97998046875,8000.0400390625
2019-04-22,8015.27001953125,17.2099609375,8032.47998046875
2019-04-23,8120.81982421875,105.5498046875,8226.36962890625
2019-04-24,8102.009765625,-18.81005859375,8083.19970703125
2019-04-25,8118.68017578125,16.67041015625,8135.3505859375
2019-04-26,8146.39990234375,27.7197265625,8174.11962890625
2019-04-29,8161.85009765625,15.4501953125,8177.30029296875
2019-04-30,8095.39013671875,-66.4599609375,8028.93017578125
2019-05-01,8049.64013671875,-45.75,8003.89013671875
2019-05-02,8036.77001953125,-12.8701171875,8023.89990234375
2019-05-03,8164.0,127.22998046875,8291.22998046875
2019-05-06,8123.2900390625,-40.7099609375,8082.580078125
2019-05-07,7963.759765625,-159.5302734375,7804.2294921875
2019-05-08,7943.31982421875,-20.43994140625,7922.8798828125
2019-05-09,7910.58984375,-32.72998046875,7877.85986328125
2019-05-10,7916.93994140625,6.35009765625,7923.2900390625
2019-05-13,7647.02001953125,-269.919921875,7377.10009765625
2019-05-14,7734.490234375,87.47021484375,7821.96044921875
2019-05-15,7822.14990234375,87.65966796875,7909.8095703125
2019-05-16,7898.0498046875,75.89990234375,7973.94970703125
2019-05-17,7816.27978515625,-81.77001953125,7734.509765625
2019-05-20,7702.3798828125,-113.89990234375,7588.47998046875
2019-05-21,7785.72021484375,83.34033203125,7869.060546875
2019-05-22,7750.83984375,-34.88037109375,7715.95947265625
2019-05-23,7628.27978515625,-122.56005859375,7505.7197265625
2019-05-24,7637.009765625,8.72998046875,7645.73974609375
2019-05-28,7607.35009765625,-29.65966796875,7577.6904296875
2019-05-29,7547.31005859375,-60.0400390625,7487.27001953125
2019-05-30,7567.72021484375,20.41015625,7588.13037109375
2019-05-31,7453.14990234375,-114.5703125,7338.57958984375
2019-06-03,7333.02001953125,-120.1298828125,7212.89013671875
2019-06-04,7527.1201171875,194.10009765625,7721.22021484375
2019-06-05,7575.47998046875,48.35986328125,7623.83984375
2019-06-06,7615.5498046875,40.06982421875,7655.61962890625
2019-06-07,7742.10009765625,126.55029296875,7868.650390625
2019-06-10,7823.169921875,81.06982421875,7904.23974609375
2019-06-11,7822.56982421875,-0.60009765625,7821.9697265625
2019-06-12,7792.72021484375,-29.849609375,7762.87060546875
2019-06-13,7837.1298828125,44.40966796875,7881.53955078125
2019-06-14,7796.66015625,-40.4697265625,7756.1904296875
2019-06-17,7845.02001953125,48.35986328125,7893.3798828125
2019-06-18,7953.8798828125,108.85986328125,8062.73974609375
2019-06-19,7987.31982421875,33.43994140625,8020.759765625
2019-06-20,8051.33984375,64.02001953125,8115.35986328125
2019-06-21,8031.7099609375,-19.6298828125,8012.080078125
2019-06-24,8005.7001953125,-26.009765625,7979.6904296875
2019-06-25,7884.72021484375,-120.97998046875,7763.740234375
2019-06-26,7909.97021484375,25.25,7935.22021484375
2019-06-27,7967.759765625,57.78955078125,8025.54931640625
2019-06-28,8006.240234375,38.48046875,8044.720703125
2019-07-01,8091.16015625,84.919921875,8176.080078125
2019-07-02,8109.08984375,17.9296875,8127.01953125
2019-07-03,8170.22998046875,61.14013671875,8231.3701171875
2019-07-05,8161.7900390625,-8.43994140625,8153.35009765625
2019-07-08,8098.3798828125,-63.41015625,8034.9697265625
2019-07-09,8141.72998046875,43.35009765625,8185.080078125
2019-07-10,8202.5302734375,60.80029296875,8263.33056640625
2019-07-11,8196.0400390625,-6.490234375,8189.5498046875
2019-07-12,8244.1396484375,48.099609375,8292.2392578125
2019-07-15,8258.1904296875,14.05078125,8272.2412109375
2019-07-16,8222.7998046875,-35.390625,8187.4091796875
2019-07-17,8185.2099609375,-37.58984375,8147.6201171875
2019-07-18,8207.240234375,22.0302734375,8229.2705078125
2019-07-19,8146.490234375,-60.75,8085.740234375
2019-07-22,8204.1396484375,57.6494140625,8261.7890625
2019-07-23,8251.400390625,47.2607421875,8298.6611328125
2019-07-24,8321.5,70.099609375,8391.599609375
2019-07-25,8238.5400390625,-82.9599609375,8155.580078125
2019-07-26,8330.2099609375,91.669921875,8421.8798828125
2019-07-29,8293.330078125,-36.8798828125,8256.4501953125
2019-07-30,8273.6103515625,-19.7197265625,8253.890625
2019-07-31,8175.419921875,-98.1904296875,8077.2294921875
2019-08-01,8111.1201171875,-64.2998046875,8046.8203125
